Date,Cases,Deaths,Recovered,Travel_history,Province,City
4/24/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/24/2020,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/24/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
4/24/2020,6,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/24/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/24/2020,84,3,20,,Punjab,Lahore
4/25/2020,217,3,20,Local - Social Contact,Sindh,Karachi
4/25/2020,13,0,0,Local - Social Contact,Sindh,Hyderabad
4/25/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/25/2020,2,0,0,Local - Social Contact,Sindh,Shaheed Bezirabad
4/25/2020,6,0,0,Local - Social Contact,Sindh,Sanghar
4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar
4/25/2020,2,0,0,Local - Social Contact,Sindh,Ghotki
4/25/2020,12,0,0,Local - Social Contact,Sindh,Sukkur
4/25/2020,17,0,0,Local - Social Contact,Sindh,Larka
4/25/2020,2,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
4/25/2020,2,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/25/2020,11,0,0,Local - Social Contact,Sindh,Shikarpur
4/25/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/25/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/25/2020,65,2,0,,Baluchistan,Quetta
4/25/2020,41,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/25/2020,15,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/25/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/25/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
4/25/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/25/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/25/2020,475,5,0,,Punjab,Lahore
4/26/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/26/2020,340,3,48,Local - Social Contact,Sindh,Karachi
4/26/2020,7,0,0,Local - Social Contact,Sindh,Hyderabad
4/26/2020,1,0,8,Local - Social Contact,Sindh,Jamshoro
4/26/2020,2,0,0,Local - Social Contact,Sindh,Badin
4/26/2020,4,0,0,Local - Social Contact,Sindh,ushero Feroz
4/26/2020,2,0,0,Local - Social Contact,Sindh,Thatta
4/26/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/26/2020,2,0,6,Local - Social Contact,Sindh,Tando Alahyar
4/26/2020,17,0,0,Local - Social Contact,Sindh,Sukkur
4/26/2020,2,0,0,Local - Social Contact,Sindh,Khairpur
4/26/2020,1,0,0,Local - Social Contact,Sindh,Larka
4/26/2020,1,0,0,Local - Social Contact,Sindh,Dadu
4/26/2020,2,0,0,Local - Social Contact,Sindh,Matiari
4/26/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/26/2020,120,3,0,,Punjab,Lahore
4/26/2020,71,5,0,,Khyber Pakhtunkhwa,Peshawar
4/26/2020,60,1,0,,Baluchistan,Quetta
4/26/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/26/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/27/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/27/2020,275,4,17,Local - Social Contact,Sindh,Karachi
4/27/2020,12,0,0,Local - Social Contact,Sindh,Hyderabad
4/27/2020,0,0,3,Local - Social Contact,Sindh,Jamshoro
4/27/2020,0,0,1,Local - Social Contact,Sindh,Badin
4/27/2020,0,0,6,Local - Social Contact,Sindh,Shaheed Bezirabad
4/27/2020,0,0,1,Local - Social Contact,Sindh,ushero Feroz
4/27/2020,0,0,1,Local - Social Contact,Sindh,Sujawal
4/27/2020,1,0,3,Local - Social Contact,Sindh,Thatta
4/27/2020,0,0,2,Local - Social Contact,Sindh,Sanghar
4/27/2020,0,0,2,Local - Social Contact,Sindh,Tando M. Khan
4/27/2020,8,0,2,Local - Social Contact,Sindh,Ghotki
4/27/2020,4,0,0,Local - Social Contact,Sindh,Sukkur
4/27/2020,23,0,2,Local - Social Contact,Sindh,Khairpur
4/27/2020,12,0,2,Local - Social Contact,Sindh,Larka
4/27/2020,3,0,10,Local - Social Contact,Sindh,Dadu
4/27/2020,0,0,1,Local - Social Contact,Sindh,Umerkot
4/27/2020,2,0,0,Local - Social Contact,Sindh,Matiari
4/27/2020,1,0,0,Local - Social Contact,Sindh,Jacobabad
4/27/2020,72,3,9,,Baluchistan,Quetta
4/27/2020,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/27/2020,51,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/27/2020,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/27/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
4/27/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/27/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/27/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/27/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/27/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/27/2020,194,10,0,Local - Social Contact,Punjab,Lahore
4/27/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/28/2020,16,0,0,Local - Social Contact,Islamabad Capital Territory,ISlamabad
4/28/2020,187,5,0,Local - Social Contact,Punjab,Lahore
4/28/2020,335,0,0,Local - Social Contact,Sindh,Karachi
4/28/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/28/2020,176,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/28/2020,6,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/29/2020,36,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/29/2020,234,3,0,Local - Social Contact,Punjab,Lahore
4/29/2020,337,8,208,Local - Social Contact,Sindh,Karachi
4/29/2020,9,0,0,Local - Social Contact,Sindh,Hyderabad
4/29/2020,7,0,0,Local - Social Contact,Sindh,Shaheed Bezirabad
4/29/2020,14,0,0,Local - Social Contact,Sindh,Sukkur
4/29/2020,13,0,0,Local - Social Contact,Sindh,Khairpur
4/29/2020,13,0,0,Local - Social Contact,Sindh,Larka
4/29/2020,1,0,0,Local - Social Contact,Sindh,Dadu
4/29/2020,7,0,0,Local - Social Contact,Sindh,Shikarpur
4/29/2020,121,0,0,Local - Social Contact,Baluchistan,Quetta
4/29/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/29/2020,153,8,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/30/2020,16,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/30/2020,279,3,0,Local - Social Contact,Punjab,Lahore
4/30/2020,229,12,0,Local - Social Contact,Sindh,Karachi
4/30/2020,5,0,0,Local - Social Contact,Sindh,Hyderabad
4/30/2020,1,0,0,Local - Social Contact,Sindh,Jamshoro
4/30/2020,1,0,0,Local - Social Contact,Sindh,Thatta
4/30/2020,1,0,0,Local - Social Contact,Sindh,ushero Feroz
4/30/2020,4,0,0,Local - Social Contact,Sindh,Sanghar
4/30/2020,3,0,0,Local - Social Contact,Sindh,Sukkur
4/30/2020,6,0,0,Local - Social Contact,Sindh,Dadu
4/30/2020,1,0,0,Local - Social Contact,Sindh,Matiari
4/30/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/30/2020,34,0,0,Local - Social Contact,Sindh,Shikarpur
4/30/2020,2,0,0,Local - Social Contact,Sindh,Jacobabad
4/30/2020,75,0,0,Local - Social Contact,Baluchistan,Quetta
4/30/2020,6,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/30/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
05/01/2020,30,0,0,Local - Social Contact,islamabad Capital Territory,islamabad
05/01/2020,446,6,73,Local - Social Contact,Sindh,Karachi
05/01/2020,176,0,0,Local - Social Contact,Sindh,Karachi
05/01/2020,86,2,0,Local - Social Contact,Baluchistan,Quetta
05/01/2020,1,0,0,Local - Social Contact,Baluchistan,Pishin
05/01/2020,1,0,5,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/01/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/01/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/01/2020,248,15,40,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/01/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
05/01/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohamand
05/01/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
05/01/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
05/01/2020,17,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
05/01/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
05/01/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
05/01/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
05/01/2020,16,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
05/01/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
05/01/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
05/01/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pallas
05/01/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
05/01/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
05/01/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
05/01/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
05/01/2020,14,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank
05/01/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan
05/02/2020,22,0,0,Local - Social Contact,islamabad Capital Territory,islamabad
05/02/2020,16,0,5,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/02/2020,57,9,38,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/02/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
05/02/2020,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
05/02/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
05/02/2020,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
05/02/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
05/02/2020,14,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
05/02/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
05/02/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
05/02/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
05/02/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor  Ghar
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pallas
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
05/02/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
05/02/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram
05/02/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
05/02/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan
05/02/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dira Ismail Khan
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank
05/02/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan
05/02/2020,35,0,0,Local - Social Contact,Baluchistan,Quetta
05/02/2020,1,0,0,Local - Social Contact,Baluchistan,Ziarat
05/02/2020,427,4,0,Local - Social Contact,Sindh,Karachi
05/02/2020,514,9,0,Local - Social Contact,Punjab,Lahore
05/03/2020,28,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/03/2020,670,9,0,Local - Social Contact,Punjab,Lahore
05/03/2020,44,5,0,Local - Social Contact,Baluchistan,Quetta
05/03/2020,2,0,0,Local - Social Contact,Baluchistan,Pishin
05/03/2020,8,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/03/2020,222,8,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/03/2020,5,0,0,Local - Social Contact,Azad Jummu Kashmir,Mirpur
05/03/2020,363,8,0,Local - Social Contact,Sindh,Karachi
05/04/2020,22,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/04/2020,122,12,0,Local - Social Contact,Punjab,Lahore
05/04/2020,638,7,0,Local - Social Contact,Sindh,Karachi
05/04/2020,103,0,0,Local - Social Contact,Baluchistan,Quetta
05/04/2020,8,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/04/2020,72,3,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
05/04/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
05/04/2020,12,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand
05/04/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
05/04/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
05/04/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
05/04/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
05/04/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
05/04/2020,26,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
05/04/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
05/04/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pallas
05/04/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
05/04/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
05/04/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
05/04/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
05/04/2020,12,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan
05/04/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dira Ismail Khan
05/04/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank
05/04/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan
05/05/2020,49,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/05/2020,487,8,0,Local - Social Contact,Punjab,Lahore
05/05/2020,86,11,42,Local - Social Contact,Sindh,Karachi
05/05/2020,174,0,0,Local - Social Contact,Baluchistan,Quetta
05/05/2020,14,0,3,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/05/2020,211,9,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/05/2020,0,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
05/06/2020,21,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/06/2020,944,31,0,Local - Social Contact,Punjab,Lahore
05/06/2020,451,9,60,Local - Social Contact,Sindh,Karachi
05/06/2020,168,0,0,Local - Social Contact,Baluchistan,Quetta
05/06/2020,2,0,6,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/06/2020,213,9,64,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/06/2020,5,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
05/07/2020,36,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/07/2020,118,7,0,Local - Social Contact,Punjab,Lahore
05/07/2020,453,14,9,Local - Social Contact,Sindh,Karachi
05/07/2020,0,1,0,Local - Social Contact,Baluchistan,Quetta
05/07/2020,6,0,5,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/07/2020,244,6,45,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/08/2020,37,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/08/2020,838,12,0,Local - Social Contact,Punjab,Lahore
05/08/2020,598,5,0,Local - Social Contact,Sindh,Karachi
05/08/2020,62,2,13,Local - Social Contact,Baluchistan,Quetta
05/08/2020,371,12,53,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/08/2020,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
05/09/2020,51,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/09/2020,1060,0,0,Local - Social Contact,Punjab,Lahore
05/09/2020,1080,5,0,Local - Social Contact,Sindh,Karachi
05/09/2020,151,0,13,Local - Social Contact,Baluchistan,Quetta
05/09/2020,36,1,5,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/09/2020,182,13,53,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/09/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
05/10/2020,32,1,0,Local - Social Contact,islamabad Capital Territory,Islamabad
05/10/2020,0,0,0,Local - Social Contact,Punjab,Lahore
05/10/2020,709,8,29,Local - Social Contact,Sindh,Karachi
05/10/2020,59,0,0,Local - Social Contact,Baluchistan,Quetta
05/10/2020,12,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
05/10/2020,160,11,40,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
05/10/2020,7,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
